product_name,sentiment,input_text,target_summary
TERABYTE Mini HDMI TO AV UP Scaler Full HD 720/1080p Video Converter Media Streaming Device Media Streaming Device (White),positive,summarize what people like about TERABYTE Mini HDMI TO AV UP Scaler Full HD 720/1080p Video Converter Media Streaming Device Media Streaming Device (White): a very good product for converting the hdmi input to av output without much hassle aesthetics and product quality can be improved to enhance the sales and attracting customers [SEP] very nice product can run without power [SEP] amazing its working good i just ordered for test but ite too good [SEP] nice product tnx flipkart [SEP] best product for computer hd tv,a very good product for converting the hdmi input to av output without much hassle aesthetics and product quality can be improved to enhance the sales and attracting customers
Saral Home Jute Door MatGreen Medium Pack of 3,positive,summarize what people like about Saral Home Jute Door MatGreen Medium Pack of 3: excellent product for home use easy to clean and absorb water well i was surprised to receive one face mask as giftthanks for this to saral home wonderful make in india productpocketfriendly price also [SEP] nice productquality is fantastic [SEP] they look so good and also environment friendlyhome mat is looking a bit dull the other 2 are beautiful [SEP] very good quality door mats nice [SEP] nice good material feel like good but price little high,excellent product for home use easy to clean and absorb water well i was surprised to receive one face mask as giftthanks for this to saral home wonderful make in india productpocketfriendly price also
AGARO Regal Hand-held Vacuum Cleaner? ? (Black),negative,summarize what people dislike about AGARO Regal Hand-held Vacuum Cleaner? ? (Black): even 1 star is more for the product gets heated up in less than 2 minutes no cash return on returning the product only exhange available total waste money do not buy this product [SEP] dont go by its good review its suction power is not good so noisy total waste of money its better to clean by hand than this vaccum cleaner very disappointing [SEP] heating a lot worthless product and delivery [SEP] very bad productfast over heating and blast issues [SEP] just in two months motor got burnt it will heat very much dont buy,even 1 star is more for the product gets heated up in less than 2 minutes no cash return on returning the product only exhange available total waste money do not buy this product
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,positive,summarize what people like about Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm: nice product paisa wasul gud for room and car as well best result in darkest room or car [SEP] product is very nice and economical as far as rate is concern it will look very nice for small room coverage is very less for my room otherwise it is worth buying [SEP] excellent work thanks flipkart replace [SEP] expected it will surrounded whole room but lights reflecting only one walljust okay [SEP] beautiful product flipkart amazing i like it,product is very nice and economical as far as rate is concern it will look very nice for small room coverage is very less for my room otherwise it is worth buying
"Urban Terrain Rio with Complete Accessories & Mobile Tracking App 26 T Hybrid Cycle/City Bike  (Single Speed, Yellow, Black)",positive,"summarize what people like about Urban Terrain Rio with Complete Accessories & Mobile Tracking App 26 T Hybrid Cycle/City Bike  (Single Speed, Yellow, Black): the overall experience with urban terrain is very impressivethe cycle came in very well packaged boxthe installation guy was well enough trained to fix the cycle properlythe best thing is installation is included in the pricethe cycle is lightweight sturdy looks elegantdefinitely the best deal with this pricei purchased the very basic one but looking forward with urban terrain to purchase na higher versionthanks [SEP] cycle delivered on time with good packaging all parts in good shape and easy to install installation date was 5 days after delivery but the installation person arrived the next day of delivery installation done correctly and gave general maintenance advice too cycle looks great and riding is smooth overall a great buy initial opinion best single speed cycle also got a complentary cultsport subscription with this purchase consultation with dietician and trainer was insightful and [SEP] amazing cycle under quite impressive price built quality is top notch the company offers free installation included in the price the person from the company came the very next day to assemble the cycle i also got complementary cultsport membership which includes free dietitian guidance the dietician called me to understand my routine and lifestyle to plan my diet accordingly the dietician was quite humble kind [SEP] happy with the purchasequality of the bicycle is goodits a best option to go in this budget brakes werent that great but its okdiet consultation was good had a session with dietitian vimelsh she is very interactive and gave all the details that are required really appreciatedthank you flipkart [SEP] great cycle and worth the penny im extremely happy with this product the installation and fitness programs by cultsport are amazing which absolutely free as compliment",cycle delivered on time with good packaging all parts in good shape and easy to install installation date was 5 days after delivery but the installation person arrived the next day of delivery installation done correctly and gave general maintenance advice too cycle looks great a
"BLUECHIP 100% Copper BL72SmartTV3.2Amp TV Voltage Stabilizer for LED TV/Smart TV Up to 72 + Inches + Set Top Box + home theater , With 3 Years Warranty ( 100% Copper ) (Black, Gold)",positive,"summarize what people like about BLUECHIP 100% Copper BL72SmartTV3.2Amp TV Voltage Stabilizer for LED TV/Smart TV Up to 72 + Inches + Set Top Box + home theater , With 3 Years Warranty ( 100% Copper ) (Black, Gold): value of moneythis stabilizer is working perfectly and i recommend this to buy it my television is 100 working and i really happy to this product thanks [SEP] good it is working fine for my tv 50 and set top box [SEP] nice stabilizer its important to have a stabilizer for long life of the tv sturdy and goodlooking go for it [SEP] working flawlessly a good alternate for expensive vguard stabilizers build is good looks coolonly time will tell about the quality [SEP] stabilizer is good but the quality of main power cord and output socket is average otherwise product is ok flipkart services is good",value of moneythis stabilizer is working perfectly and i recommend this to buy it my television is 100 working and i really happy to this product thanks
MOOZMOB Shower Laser LightBall Diameter 3 cm,negative,summarize what people dislike about MOOZMOB Shower Laser LightBall Diameter 3 cm: worst item dont buy it [SEP] very bad product light is not good 10 minutes after light off [SEP] very small focus not good itam,very bad product light is not good 10 minutes after light off
Theme My Party Printed Birthday decoration combo kit birthday combo BalloonMulticolor Pack of 59,positive,summarize what people like about Theme My Party Printed Birthday decoration combo kit birthday combo BalloonMulticolor Pack of 59: wow great product my son 1 st birthday he is enjoyed lot thank u flip kart this credit goes to you keep continue to sell good product to customersthanks alot [SEP] the letters and balloons were all good other few were air out after sometimes overall a nice product go for it its really really awesome [SEP] very nice product for birthday [SEP] met expectations the celebration went very well the quality was so good [SEP] product quality is goodi am happy to purchase it,wow great product my son 1 st birthday he is enjoyed lot thank u flip kart this credit goes to you keep continue to sell good product to customersthanks alot
"Mivi Roam2 5 W Bluetooth Speaker (Black, Mono Channel)",positive,"summarize what people like about Mivi Roam2 5 W Bluetooth Speaker (Black, Mono Channel): very good quality product mivi sound great bass super battery life very good 12 to 15 hour non stop music for full sound all friends purchase kar sakte ho made in india [SEP] yes the build quality of the speaker was to good it was very solid product and the sound quality is very lovely and the base was to boost the product is easily can carry anyone with their pocket with their backpack and also it gives you 24 hours of battery backup which will help you to listen music for long period of time you can take it for travel long distance and yes of course you and drop it into water also you can take it into river also because it was also waterproof system [SEP] small packet big surprisenice offering from mivi in this space a compact bt speaker with 20hrs battery backup is quite good i am using it since yesterday and yet to charge itbattery is performing really well its dust and waterproof capability makes it an awesome companion outdoors bt 50 helps with connectivity after initial niggle its connecting flawless sound will surprise you the most in this small footprint its small but loud and clear you can use it for your calls alsomi [SEP] best bluetooth speaker in this budget just loved it sound quality is awesome and also the design is great and specially this product is proudly made in india great product and thank you so much flipkart for the fastest delivery [SEP] amazing sound amazing design and amazingly made in india bass is not at all what it should be else its all good",yes the build quality of the speaker was to good it was very solid product and the sound quality is very lovely and the base was to boost the product is easily can carry anyone with their pocket with their backpack and also it gives you 24 hours of battery backup which will help
Alex Daisy Universal Plastic Desk ChairFinish Color Pink White DIYDoItYourself,positive,summarize what people like about Alex Daisy Universal Plastic Desk ChairFinish Color Pink White DIYDoItYourself: excellent product nice and sturdy and made of good quality materials comes with very handy and cool features which makes this study table a must buy for little ones [SEP] this product deserve more 5 start rating excellent quality and durable super fine finishingi bought it for my daughter she is very excited [SEP] excellent product go for it without a second thought it is a long run investment sturdy and perfect productmy little one loved it [SEP] excellent product can be used till 15 year of age nice quality conferrable hight adjustment doesnt require much space totally awesome product [SEP] super very good for 5 years to 13 the table is adjestable and chair is adjective super,excellent product nice and sturdy and made of good quality materials comes with very handy and cool features which makes this study table a must buy for little ones
Rihishtoys Quad Roller Skate shoes 4 wheel adjustable for boys girls kids age 6 to 11 years Quad Roller Skates - Size NA UK (Black),positive,summarize what people like about Rihishtoys Quad Roller Skate shoes 4 wheel adjustable for boys girls kids age 6 to 11 years Quad Roller Skates - Size NA UK (Black): very good productmy kids loving it [SEP] the quality is nice and the wheels are moving freely metal body little heavy,the quality is nice and the wheels are moving freely metal body little heavy
NIRVA High Pressure Brass Hose Nozzle Adjustable Water Spray gun for car Motorbike And Any Vehicle Cleaning For Gardening For Washing Forced Pichkari With Best Quality with Hose Clamp Spray Gun,negative,summarize what people dislike about NIRVA High Pressure Brass Hose Nozzle Adjustable Water Spray gun for car Motorbike And Any Vehicle Cleaning For Gardening For Washing Forced Pichkari With Best Quality with Hose Clamp Spray Gun: a very gud productstandard pressured pumpingcan be used as per requirements of the pressure good metal finish with quality workmanship [SEP] very bad product dont buy this [SEP] waste of money please dont buy this you will regret buying it the pressure it generates is even less than the pressure we generate by pressing our finger on pipe i just received my product tried it and i am regreting now [SEP] the build quality is excellent but the pressure from nozzle is high only when it is directly connected with motorthe pressure from the nozzle is low when connected to ordinary tap [SEP] waste product only we can use for gardening no forse in my opinion the guys giving 5 star they getting something from company,waste of money please dont buy this you will regret buying it the pressure it generates is even less than the pressure we generate by pressing our finger on pipe i just received my product tried it and i am regreting now
LS2727 Avatar Day and Date Functioning Crocodile Strap Analog Analog Watch For Men,positive,summarize what people like about LS2727 Avatar Day and Date Functioning Crocodile Strap Analog Analog Watch For Men: wonderful as expectedlimestone has been making brilliant watches under affordable pricelooks classy in designwell designeddate changing system seems nice in this rangefine silver coatingdelivery service is excellentoverall i trust this company since 3 yearsu guys keep our trust and makes sincere effort to give best products [SEP] the watch looks soo beautiful and premium and the quality and disgn of this watch in this price segment is fantastic and its also come with a beautiful box which give the watch its premium and expensive look i truly 100 satisfied with this product thanku flipkart [SEP] very good productperfect working best quality and stylish productit is amazing watch [SEP] 45 stars for watchdesign is pretty goodglass is really nice time and date is best part in this watchleather quality is okayand take care of ur watch because everyone looks at you we u wear it [SEP] this watch is amazing by look and price lovely watch to buy ur self or gift to anyone of ur loved one recommend to buy,wonderful as expectedlimestone has been making brilliant watches under affordable pricelooks classy in designwell designeddate changing system seems nice in this rangefine silver coatingdelivery service is excellentoverall i trust this company since 3 yearsu guys keep our trust a
HAVELLS convenio 500 W Food Processor (Black),negative,summarize what people dislike about HAVELLS convenio 500 W Food Processor (Black): pathetic product packing even worse no brochure was provided and the product was damaged as well no fragile tag was put to ensure handling of product horrible experience [SEP] not satisfied from your items [SEP] not easy product for use [SEP] much delayed return product could have been earlier [SEP] motor mounting bracket is damaged by vibration within 8 months,pathetic product packing even worse no brochure was provided and the product was damaged as well no fragile tag was put to ensure handling of product horrible experience
Dinine Craft Adiyogi Shiva Statue For Car Dashboard Table Decor Idol Decorative Showpiece15 Decorative Showpiece 11 cmPolyresin Black,negative,summarize what people dislike about Dinine Craft Adiyogi Shiva Statue For Car Dashboard Table Decor Idol Decorative Showpiece15 Decorative Showpiece 11 cmPolyresin Black: product but finishing very bad [SEP] the merchant has supplied much less measured idol than what is described in the flipcart site the weight is also not even half of what they have mentioned this way they are cheating the members dont buy [SEP] qualities is not good [SEP] your quality very bad product to small i am upset [SEP] very cheap quality item poof finishing,the merchant has supplied much less measured idol than what is described in the flipcart site the weight is also not even half of what they have mentioned this way they are cheating the members dont buy
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MBs Memory CardWith Adapter,positive,summarize what people like about SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MBs Memory CardWith Adapter: total free space available is 596 gb i was able to copy 571 gb of data in 39 minutes which means the average speed is around 2425 mbps which is actually higher than advertised speeds of course the speed may vary on smartphone as i used it on laptop also to those who dont know u1 is mentioned on the sd card which means ultra high speed class one which is equivalent to class 10 so dont worry about whether it is a class 10 sd card or not overall great product [SEP] wow must buy this speed in transfer files is ncee quality packing it is orginal i checked it will available for 64 gb is 5966 gb i got it from 3 days from ordered day adapter is also superb must buy this u will get a satisfying result [SEP] very nice awesome memory card when i inserted my mobile show a fully storage reading speeddownloading and uploading speed also awesome one of the best memory card really im very excited dear friends i recommended thise product also very very speedy delivery with in 2days in my rural villages spot thanks for flipkart flipkart is one of the best online company customers for only sending quality products especially very short duration took and speedy delivery daysdlivery guy is very [SEP] nice product now my samsung m31 is more faster than earlier cause i always install apps and store data in sd card and this time this sd card read and write speed is way faster than my previous one [SEP] i have loved the product given by flipkart i am glad that memory card capacity is same as shown during buying file transfer speed is very fast must buy the product,very nice awesome memory card when i inserted my mobile show a fully storage reading speeddownloading and uploading speed also awesome one of the best memory card really im very excited dear friends i recommended thise product also very very speedy delivery with in 2days in my ru
CMerchants BOOK SHELF6RACK Metal Open Book ShelfFinish Color BLUE DIYDoItYourself,positive,summarize what people like about CMerchants BOOK SHELF6RACK Metal Open Book ShelfFinish Color BLUE DIYDoItYourself: best portable product i kept my all book as shown in below imaze the product has enough strength to bear weight im very happy [SEP] nice one assembling the product is so easy totally worth it from a satisfied customer [SEP] using it as my kitchen rack as per the reviews it is strong and sturdy i had to use a cardboard before placing the containers very good as a book shelf thanks to the company as well as flipkart [SEP] product is awesome so so good than expected and standard and its sufficient for the books and all to keep it with stand a good weight as well [SEP] nice concept its good for those who live on horseback as its easy to set and carry however the plastic blocks are average ill give it 7 out 10,using it as my kitchen rack as per the reviews it is strong and sturdy i had to use a cardboard before placing the containers very good as a book shelf thanks to the company as well as flipkart
NOVA Submersible NIH 426 Instant Heat 1500 W Immersion Heater Rodwater,negative,summarize what people dislike about NOVA Submersible NIH 426 Instant Heat 1500 W Immersion Heater Rodwater: its not heating fast dont buy please [SEP] product is good but not shockproof [SEP] very bad it takes 20min to heat just 3ltr water [SEP] waste product not hot,very bad it takes 20min to heat just 3ltr water
Habitat Green Plastic Area Rug45 cm X 120 cm Rectangle,positive,summarize what people like about Habitat Green Plastic Area Rug45 cm X 120 cm Rectangle: its a good product worth of money [SEP] it so good feels soft and nice looks just like real grass [SEP] thank you for the deliverylike the productsame as per shown in the imagelook like a green grasshappy [SEP] go for it awesome product [SEP] nice protect delivery service good,thank you for the deliverylike the productsame as per shown in the imagelook like a green grasshappy
Jagjeet 16NOALMWHITE HAND JIUCERS 0 Juicer Silver,negative,summarize what people dislike about Jagjeet 16NOALMWHITE HAND JIUCERS 0 Juicer Silver: its to small nothing goes inside its mouth i have to cut into small small pieces first probably grind with a mixi first than only it may work its rotating blades are not able to take anything inside useless product waste of money i am returning it [SEP] bad product and fraud done by flipkart [SEP] very bad experience this is first time i am writing bad review for some product i am not able to return it also so please careful before purchasing [SEP] very bad quality not for use [SEP] not working properly easily slip from one place to another,its to small nothing goes inside its mouth i have to cut into small small pieces first probably grind with a mixi first than only it may work its rotating blades are not able to take anything inside useless product waste of money i am returning it
"Thomson Kitchen Master Pro MX03 750 W Juicer Mixer Grinder (6 Jars, Grey)",positive,"summarize what people like about Thomson Kitchen Master Pro MX03 750 W Juicer Mixer Grinder (6 Jars, Grey): flipkart just delivered it within 3 days fastest delivery with good packingall 6 jars look good and feel sturdy machine size is medium and light operating sound is lower than other mixers there is no pulse mode thoughpower indicator light on mixer is great but no indication markers for 3 power levelsboth mini plastic jars have same blender blades one grinding blade would have been greatchutney jar with 400ml capacity is totally awesome2 years warranty really makes it a [SEP] seems good for now looks premium for this price range will update the life of the product [SEP] great product powerful motor prompt delivery value for money [SEP] good product but sound is too loud [SEP] awesome mixer grinder",flipkart just delivered it within 3 days fastest delivery with good packingall 6 jars look good and feel sturdy machine size is medium and light operating sound is lower than other mixers there is no pulse mode thoughpower indicator light on mixer is great but no indication marke
ZANDU Balm (25 ml) Pack Of 3 Balm  (3 x 25 ml),positive,summarize what people like about ZANDU Balm (25 ml) Pack Of 3 Balm  (3 x 25 ml): original product very fast delivery thank you flipkart [SEP] best product at lowest price [SEP] super price thanks flipkart [SEP] good pain relieverquality is good [SEP] best quality products,original product very fast delivery thank you flipkart
lectose Wood Portable Laptop TableFinish Color black Pre Assembled,positive,summarize what people like about lectose Wood Portable Laptop TableFinish Color black Pre Assembled: worth it must buy if u r a student like methe quality and sturdiness is good and its much portable as by its name [SEP] nice its very helpful for writing notes thank you flipkart [SEP] i love it thank you so much [SEP] very affordable product useful for all age groups [SEP] nice portable laptop table,worth it must buy if u r a student like methe quality and sturdiness is good and its much portable as by its name
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner Set (White, Microwave Safe)",positive,"summarize what people like about cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner Set (White, Microwave Safe): out standing received from nadia distnakashiparawest bengal [SEP] very happy with the product superb strong packing gifted it 5 star for product service by flipkart [SEP] most beautifulgo for it [SEP] very good packing of product [SEP] very good product iam happy",very happy with the product superb strong packing gifted it 5 star for product service by flipkart
The Answer Writing Manual For UPSC Civil Services Exam State PSC By Srushti Deshmukh IASPaperback Srushti Deshmukh IAS,positive,summarize what people like about The Answer Writing Manual For UPSC Civil Services Exam State PSC By Srushti Deshmukh IASPaperback Srushti Deshmukh IAS: i was waiting for this book from the day i ordered to till the day i receive it it is really helpful as i am a civil service aspirent i wil follow guidelines in this valuable book thank you maam for all our efforts and you are my role model maam once again thank you maam lots of respect and love towards you madam for writing this book [SEP] finally received most awaited book the content covered in this book is really nice and helpfull after reading some starting pages i found it really helpful and well explained really thank you so much srushti deshmukh gowda maam for such well written and well explained book it surely help us for our preparation [SEP] the content is really good and all the notes and newspaper content is clearly readable most helpful book for any upsc aspirant whether you are beginner or veterans for not only upsc cse examination can be used for any state psc thanks for your sincere efforts [SEP] she is my inspiration about the book it is the best guide for answer writingi just loved the way she has organised thingsthank you mam [SEP] finally the book is in my hand well theres no need to elaborate the quality of the content in it the content is very convenient to understand ive already started reading it and it is very interesting to read and obviously very helpful for preparation thank you srushtideshmukhias mam for writing this book this is a much needed book for aspirants also im a learner of upscguide it is helping me a lot in my preparation,finally the book is in my hand well theres no need to elaborate the quality of the content in it the content is very convenient to understand ive already started reading it and it is very interesting to read and obviously very helpful for preparation thank you srushtideshmukhias
RSV Jewelery OrganizersRed Plastic,positive,summarize what people like about RSV Jewelery OrganizersRed Plastic: very nice and comfy productits really strong alsoi am really happy with this product thank you flipkart [SEP] awesome productand also delivery is too fast [SEP] same as shown nice onesatisfied u can go with this one [SEP] nice product i loved it thank u flipkart [SEP] really superb like it,very nice and comfy productits really strong alsoi am really happy with this product thank you flipkart
PAPILON EMULSION PACK OF 6 BOTTLES 20ML EACH Mixed Fruit Liquid Food Essence  (120 ml),positive,summarize what people like about PAPILON EMULSION PACK OF 6 BOTTLES 20ML EACH Mixed Fruit Liquid Food Essence  (120 ml): awesome product very happy thank you so much [SEP] i received in good condition super flavour full essense i loved it [SEP] well packing and nice product thanks flipkart [SEP] really emulsion flever is good take it [SEP] very niceadd tsp quantity drops quantity giving very mild colour so but flavours and colours very nice and the packing of very very superb thank you so much,very niceadd tsp quantity drops quantity giving very mild colour so but flavours and colours very nice and the packing of very very superb thank you so much
the indian casa Cricket Net 10x20 Feet Nylon Cricket Boundary And Practice Net (Green) Cricket Net (Green),negative,summarize what people dislike about the indian casa Cricket Net 10x20 Feet Nylon Cricket Boundary And Practice Net (Green) Cricket Net (Green): it is not completely round it is only one side [SEP] it is too short i dont like it i can return it [SEP] it is only one side i hate itthis is very worst product,it is only one side i hate itthis is very worst product
Samanya Budhi Avum Tarkshakti Parikshan PaperbackPaperback Hindi RK Jha,positive,summarize what people like about Samanya Budhi Avum Tarkshakti Parikshan PaperbackPaperback Hindi RK Jha: best book in mp police constable best in class i am very happy in 2 days delivery with best quality product thanks flipkart and saller [SEP] its a very good book for reading and preparation [SEP] thanks flipkart delevery boy so good and respectful person [SEP] nice product right time delivered [SEP] amazing purchase its good for cuet hai beginners,best book in mp police constable best in class i am very happy in 2 days delivery with best quality product thanks flipkart and saller
"ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FA706IHRB-HX041W Gaming Laptop? ? (17.3 Inch, Graphite Black, 2.60 Kg)",negative,"summarize what people dislike about ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FA706IHRB-HX041W Gaming Laptop? ? (17.3 Inch, Graphite Black, 2.60 Kg): cons low brightnesslow sound as compared to asus tuf 15 inchprosprice 4825017 inch [SEP] was using a simple platform to learn python coding and the device froze the device is absolutely new and i wasnt even multitasking also the speakers of this device fall on the negative sideapart from that laptop seems fine for now [SEP] such a bad experience with such a reputed company like asus i had several issues in the laptop since the day i got itfirstly the microsoft store doesnt open then when i reinstall the windows according to the microsoft customer service loli all function started malfunctioning again like auto changing of gaming modes now doesnt change and when the screen goes of after sometime of non usage it doesnt open when we press any key rather instantly goes to hibernating mode for no reason and i ha [SEP] the turbo fan is not working at all [SEP] it is very good product but sometimes there is a lag in opening tabs in chrome",such a bad experience with such a reputed company like asus i had several issues in the laptop since the day i got itfirstly the microsoft store doesnt open then when i reinstall the windows according to the microsoft customer service loli all function started malfunctioning agai
"Cosmic Byte CB-GK-05 Titan with Aluminum Body, Rainbow Backlit Keycaps, Braided Cable Wired USB Gaming Keyboard? ? (Black)",positive,"summarize what people like about Cosmic Byte CB-GK-05 Titan with Aluminum Body, Rainbow Backlit Keycaps, Braided Cable Wired USB Gaming Keyboard? ? (Black): the built quality is very nice works perfectly fine but it is not ideal for gaming because none times it feel harder to press the key like enter space but in this price segment is this is the best key board you can have [SEP] pretty much a beast with eyecatching rgb colors gives the feel of a mechanical keyboard we can even switch off the lights if we want overall a very decent gaming keyboard just go for it without a second thought [SEP] good keyboard tactile and efficient only thing i dont like is the travel which is significantly higher than even mechanical keyboards making it tough and requires getting used to for typing at higher speeds excellent for gaming and for other uses [SEP] a budget gaming keyboardthe keys are raised and tactile it is a good semi mechanical keyboard for gamers overall a good keyboard loving the rgb effect [SEP] just irreplaceably awesome premium smooth functioning keys which are also antighosting well balanced backlighting best out there in the market at this price range and superfast delivery ordered on spet25 2019 and it said it will be delivered by oct 1 2019 but got it by sept 27 2019 was indeed an awesome purchase",just irreplaceably awesome premium smooth functioning keys which are also antighosting well balanced backlighting best out there in the market at this price range and superfast delivery ordered on spet25 2019 and it said it will be delivered by oct 1 2019 but got it by sept 27 20
"Flipkart SmartBuy 10W Fast Charger , Compatible with Vivo,Oppo,Gionee,Xiomi,Redmi,realme,infinix,POCO,iphone,Samsung,Mi devices (MicroUSB - Cable Included)??(Black, Cable Included)",negative,"summarize what people dislike about Flipkart SmartBuy 10W Fast Charger , Compatible with Vivo,Oppo,Gionee,Xiomi,Redmi,realme,infinix,POCO,iphone,Samsung,Mi devices (MicroUSB - Cable Included)??(Black, Cable Included): charger blasted no i am serious the charger blasted just the next day when i put this on charge [SEP] this product usb pin so large and fit very tightly [SEP] my charger suddenly stopped workin after 10 days i cant even return it because it just crossed 7 days return policy the problem is with the adapter i checked usb in my other charger and usb is working completely fine but the adaptor is not working worst chargerr dont buy this [SEP] very bad adapter its dead after 2 week of usage [SEP] worst charger taken not completed 9 days also not working dont take this charge some one taken this charger for cheap and best but worst charger",my charger suddenly stopped workin after 10 days i cant even return it because it just crossed 7 days return policy the problem is with the adapter i checked usb in my other charger and usb is working completely fine but the adaptor is not working worst chargerr dont buy this
"H&M Store MONDAY - SUNDAY (Morning, Noon, Night) Medicine organizer box | Pill organizer 21 Compartments, (Multicolor, Pack of 1) Pill Box (Multicolor)",positive,"summarize what people like about H&M Store MONDAY - SUNDAY (Morning, Noon, Night) Medicine organizer box | Pill organizer 21 Compartments, (Multicolor, Pack of 1) Pill Box (Multicolor): the depth is less than 1inch if it is 1 or 25mm good to have much more tabs compromise satisfied [SEP] look good only boxs are not air tite you cant use open medicine [SEP] it is a good product good in quality very useful [SEP] thanks for you flipkart [SEP] amazing product enough space for upto 15 tablets go for it",the depth is less than 1inch if it is 1 or 25mm good to have much more tabs compromise satisfied
ArrowMax Swimming Kit(silicone cap/Swimming Goggle/Earplugs/Noseplug) Swimming Kit,positive,summarize what people like about ArrowMax Swimming Kit(silicone cap/Swimming Goggle/Earplugs/Noseplug) Swimming Kit: great quality vignesh bought it in well [SEP] i like this set this is best at this price [SEP] nice productthanksgoogles are super classjust loved it [SEP] i really like this product dont read hatters comment cuz im national player in swim and loved this product worth is [SEP] the cap is of very good quality and the goggles too but they are not antifog i think so thats the only problem and that nose clip also helps me to swim perfectly but the ear plugs are made of cheap rubber i guess,the cap is of very good quality and the goggles too but they are not antifog i think so thats the only problem and that nose clip also helps me to swim perfectly but the ear plugs are made of cheap rubber i guess
DeoDap Microfiber Car Cleaning Duster for MultiPurpose Use Wet and Dry Duster Microfiber Cleaning Duster for MultiPurpose Use Big Wet and Dry Duster,negative,summarize what people dislike about DeoDap Microfiber Car Cleaning Duster for MultiPurpose Use Wet and Dry Duster Microfiber Cleaning Duster for MultiPurpose Use Big Wet and Dry Duster: d product is not good [SEP] very bad product dont recommend to purchase it torn in first use and even didnt get replacement from flipkart [SEP] after one time use the sewing of clothes went out quality is poor [SEP] stitching opened while using 1st time itself [SEP] outer cloth torn off after first wash itself and inside sponge came out,very bad product dont recommend to purchase it torn in first use and even didnt get replacement from flipkart
Home Full Bliss Engineered Wood TV Entertainment UnitFinish Color Wenge Knock Down,positive,summarize what people like about Home Full Bliss Engineered Wood TV Entertainment UnitFinish Color Wenge Knock Down: worth the money go ahead without any second thoughts perfect for a 65 inches tv also the other cabinets are spacious enough for placing 51 home theatre delivery and installation also went on very well kudus to the service [SEP] really nice tv unit less space consuming but very useful at the same time the installation was done after 3 days but they did a good job you can go for this product without thinking twice [SEP] perfect for large screen size tv the material is strong and the product is more heavy than i expected highly recommended this is a 65inch tv standing on it [SEP] quite sturdy n nice finshing drawers open n close well overall as shown in the picsgot assembled on time and the person was skilled n helpfulworth it value for money ill be using it for my home theater and 55 inch iffalcon led tv go for it when its around the 6000rs mark [SEP] really great product and most important thing size is really goodi have 55 inch tv nd its really suitable for it,quite sturdy n nice finshing drawers open n close well overall as shown in the picsgot assembled on time and the person was skilled n helpfulworth it value for money ill be using it for my home theater and 55 inch iffalcon led tv go for it when its around the 6000rs mark
MILTON Thermosteel Flip Lid 500 ml FlaskPack of 1 Silver Steel,positive,summarize what people like about MILTON Thermosteel Flip Lid 500 ml FlaskPack of 1 Silver Steel: nice it good quality thanks flipkart good hot water is hot in 24 hours cold water is cold 24 hours continuously latest good product thank you flipkart one litre capacity it is with bag carry bag is very nice of milton [SEP] product is very good and leakproofapprox 12 hour zero temperature loss of filled fluidfinishing is also good flip lid type cap works greatone thing i want to tell that 1000ml size flask too big to carry i think 750 ml500ml flask will b good for sufficient storage and carry easily but if for just nust storage then go for it pic show 1000ml flask vs 500 ml flask [SEP] received properly same like description very useful product for warm hot water or milk [SEP] trust me no leakage and hot or cool 24 hr work properly test and verify super milton water bottle awesome [SEP] good product had taken it for my mom as she needed one as usual flipkart has always provided with a good product at reasonable price and good and safe delivery of the product,product is very good and leakproofapprox 12 hour zero temperature loss of filled fluidfinishing is also good flip lid type cap works greatone thing i want to tell that 1000ml size flask too big to carry i think 750 ml500ml flask will b good for sufficient storage and carry easily
Women Grey Sling Bag,positive,summarize what people like about Women Grey Sling Bag: worth each penny lovit [SEP] tooo gud nice looking [SEP] very good product but belt length is short [SEP] product was good i have order this product to give birthday gift to my best friend she love itthank you flipkart [SEP] nice bag worth for money,product was good i have order this product to give birthday gift to my best friend she love itthank you flipkart
